EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,MonthlyIncome,MaritalStatus,JobRole,OverTime,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,YearsAtCompany,BusinessTravel,WorkLifeBalance
254,41,No,Sales,16,Human Resources,Female,6727,Single,Manager,No,4,3,1,17,Travel_Frequently,4
255,50,No,Sales,6,Life Sciences,Male,11226,Married,Sales Executive,No,3,4,2,19,Non-Travel,2
256,31,Yes,Sales,3,Other,Female,4798,Single,Sales Executive,Yes,4,3,4,1,Travel_Frequently,3
257,44,No,Sales,5,Life Sciences,Female,3202,Married,Sales Representative,No,3,4,1,19,Non-Travel,1
258,31,No,Sales,16,Human Resources,Female,11775,Divorced,Sales Representative,No,3,3,2,9,Travel_Frequently,3
259,47,No,Sales,16,Life Sciences,Male,14154,Divorced,Manager,No,4,2,3,13,Travel_Frequently,1
260,53,No,Sales,15,Marketing,Male,8094,Divorced,Sales Representative,No,4,3,3,4,Travel_Rarely,4
261,30,No,Sales,26,Life Sciences,Female,10237,Divorced,Sales Executive,Yes,3,3,1,16,Non-Travel,3
262,40,No,Sales,2,Life Sciences,Male,11589,Single,Sales Executive,No,4,2,1,6,Travel_Rarely,3
263,36,No,Sales,16,Medical,Male,10605,Married,Sales Representative,No,4,4,2,4,Non-Travel,4
264,39,No,Sales,6,Technical Degree,Male,5679,Single,Sales Representative,No,3,3,2,3,Travel_Frequently,2
265,36,No,Sales,20,Other,Male,9709,Single,Manager,No,3,4,2,1,Travel_Frequently,3
266,37,No,Sales,15,Marketing,Female,14622,Single,Manager,No,4,3,4,13,Travel_Frequently,1
267,35,Yes,Sales,9,Life Sciences,Female,4299,Married,Sales Representative,No,4,3,3,2,Travel_Rarely,3
268,48,No,Sales,22,Other,Female,6086,Married,Sales Representative,Yes,3,2,1,2,Non-Travel,4
269,36,No,Sales,23,Marketing,Male,9628,Divorced,Sales Representative,No,3,2,4,19,Non-Travel,3
270,55,No,Sales,9,Medical,Female,13774,Divorced,Sales Executive,No,3,2,3,10,Travel_Rarely,1
271,35,No,Sales,16,Technical Degree,Female,8031,Single,Manager,No,3,3,1,12,Travel_Frequently,4
272,44,No,Sales,11,Medical,Male,14152,Single,Sales Executive,No,4,3,4,14,Travel_Rarely,2
273,50,No,Sales,9,Life Sciences,Male,4324,Married,Sales Executive,No,3,4,2,6,Travel_Frequently,2
274,52,No,Sales,1,Technical Degree,Female,5120,Married,Sales Executive,No,3,4,2,14,Travel_Frequently,3
275,38,No,Sales,4,Marketing,Female,6122,Single,Manager,Yes,4,2,3,8,Travel_Rarely,2
276,25,Yes,Sales,12,Marketing,Male,3191,Married,Sales Representative,Yes,3,3,2,4,Travel_Frequently,4
277,28,Yes,Sales,26,Other,Female,2537,Divorced,Manager,Yes,3,1,4,4,Travel_Rarely,3
278,47,No,Sales,4,Life Sciences,Male,12730,Divorced,Sales Executive,No,4,4,4,4,Non-Travel,4
279,29,Yes,Sales,9,Other,Male,4874,Divorced,Sales Representative,Yes,3,3,4,0,Non-Travel,1
280,47,No,Sales,7,Marketing,Male,7631,Divorced,Sales Executive,Yes,4,2,4,16,Travel_Rarely,3
281,33,Yes,Sales,4,Other,Male,2850,Single,Sales Representative,No,4,2,2,2,Travel_Frequently,1
282,30,No,Sales,2,Marketing,Female,14855,Married,Manager,Yes,3,3,2,8,Travel_Frequently,1
283,39,No,Sales,21,Medical,Male,8123,Divorced,Manager,No,3,2,3,4,Travel_Rarely,3
284,47,No,Sales,9,Technical Degree,Female,4522,Married,Sales Representative,No,4,3,4,6,Travel_Rarely,4
285,53,No,Sales,16,Technical Degree,Male,4852,Divorced,Sales Executive,Yes,4,4,2,2,Travel_Rarely,4
286,47,No,Sales,15,Life Sciences,Female,14214,Married,Sales Executive,No,3,4,1,5,Travel_Frequently,3
287,28,No,Sales,17,Other,Male,14107,Married,Manager,No,3,4,4,19,Non-Travel,2
288,49,No,Sales,17,Other,Male,13508,Single,Manager,No,4,4,4,20,Travel_Rarely,2
289,32,Yes,Sales,3,Technical Degree,Female,2986,Single,Sales Representative,Yes,4,2,4,0,Non-Travel,4
290,32,Yes,Sales,18,Life Sciences,Female,3294,Divorced,Sales Representative,Yes,3,2,1,0,Travel_Frequently,3
291,45,No,Sales,18,Technical Degree,Male,13724,Married,Sales Executive,No,4,3,3,12,Travel_Rarely,4
292,35,Yes,Sales,16,Life Sciences,Male,2008,Single,Sales Executive,Yes,3,3,4,2,Travel_Frequently,1
293,34,No,Sales,4,Other,Male,4978,Married,Sales Executive,No,4,3,1,7,Travel_Frequently,1
294,42,No,Sales,2,Human Resources,Male,13788,Divorced,Sales Representative,No,4,4,4,5,Travel_Frequently,2
295,33,No,Sales,14,Human Resources,Female,5103,Married,Manager,Yes,3,4,3,20,Non-Travel,4
296,37,No,Sales,18,Other,Female,5185,Divorced,Sales Representative,Yes,3,4,2,17,Travel_Frequently,2
297,37,No,Sales,25,Other,Female,8657,Single,Manager,No,4,2,4,6,Non-Travel,4
298,54,No,Sales,5,Life Sciences,Male,7684,Married,Manager,No,3,3,1,1,Non-Travel,2
299,53,No,Sales,2,Medical,Female,7695,Divorced,Sales Executive,No,4,2,4,2,Non-Travel,1
300,49,No,Sales,10,Human Resources,Male,12205,Divorced,Manager,No,3,4,4,18,Travel_Frequently,4
301,53,No,Sales,28,Medical,Female,8122,Divorced,Manager,No,4,2,2,1,Non-Travel,3
302,45,No,Sales,3,Medical,Female,12885,Divorced,Manager,Yes,3,4,2,7,Travel_Frequently,1
303,41,No,Sales,23,Marketing,Male,12119,Married,Sales Representative,No,3,2,1,19,Travel_Frequently,2
304,47,No,Sales,11,Life Sciences,Female,13246,Divorced,Sales Executive,No,3,4,2,10,Travel_Frequently,1
305,33,No,Sales,11,Other,Male,11897,Married,Sales Representative,No,4,2,3,12,Travel_Rarely,2
306,47,No,Sales,29,Technical Degree,Female,10780,Single,Manager,No,3,4,1,1,Travel_Rarely,3
307,53,No,Sales,15,Human Resources,Female,9322,Divorced,Sales Executive,No,4,4,1,10,Travel_Rarely,3
308,34,No,Sales,7,Other,Male,11419,Single,Sales Representative,Yes,3,2,4,6,Non-Travel,1
309,31,Yes,Sales,2,Life Sciences,Male,2295,Single,Manager,No,3,1,3,0,Travel_Frequently,1
310,35,No,Sales,22,Life Sciences,Female,9678,Married,Sales Representative,No,3,4,1,13,Travel_Frequently,1
311,46,No,Sales,20,Other,Female,14483,Married,Sales Executive,No,3,3,3,17,Travel_Rarely,4
312,54,No,Sales,21,Human Resources,Female,3504,Married,Manager,No,3,4,3,8,Travel_Rarely,3
313,28,No,Sales,3,Human Resources,Female,12094,Divorced,Manager,Yes,4,2,2,1,Non-Travel,3
314,48,No,Sales,22,Life Sciences,Male,5333,Single,Manager,Yes,3,2,4,20,Travel_Frequently,1
315,30,No,Sales,21,Medical,Female,4608,Divorced,Sales Representative,Yes,3,4,1,16,Travel_Frequently,3
316,34,No,Sales,12,Human Resources,Male,10960,Divorced,Sales Representative,No,4,4,4,10,Non-Travel,2
317,28,Yes,Sales,15,Technical Degree,Female,4917,Married,Sales Executive,No,4,2,3,2,Travel_Rarely,4
318,33,No,Sales,29,Marketing,Male,12938,Divorced,Manager,Yes,3,3,1,5,Non-Travel,1
319,48,No,Sales,16,Human Resources,Female,12533,Divorced,Sales Executive,No,3,4,3,7,Travel_Rarely,4
320,52,No,Sales,1,Marketing,Female,7767,Divorced,Manager,Yes,3,4,2,17,Travel_Rarely,2
321,33,No,Sales,8,Medical,Male,12270,Married,Manager,No,3,2,3,16,Travel_Frequently,3
322,49,No,Sales,21,Life Sciences,Female,11485,Single,Sales Executive,No,4,3,1,13,Travel_Frequently,3
323,36,No,Sales,13,Human Resources,Male,11918,Married,Manager,No,3,3,4,13,Travel_Frequently,3
324,39,No,Sales,3,Medical,Female,10898,Single,Sales Representative,No,4,2,2,17,Travel_Rarely,2
325,30,Yes,Sales,16,Technical Degree,Male,4938,Divorced,Manager,No,4,3,2,1,Travel_Frequently,2
326,41,No,Sales,2,Other,Male,6992,Divorced,Sales Executive,Yes,3,4,1,19,Travel_Rarely,2
327,33,No,Sales,15,Life Sciences,Female,9642,Single,Manager,No,4,4,4,1,Non-Travel,2
328,41,No,Sales,22,Medical,Female,5338,Divorced,Manager,No,4,2,4,20,Non-Travel,1
329,40,No,Sales,4,Medical,Female,4778,Divorced,Sales Executive,Yes,3,4,4,17,Non-Travel,1
330,45,No,Sales,14,Other,Male,4925,Divorced,Manager,Yes,4,4,3,5,Non-Travel,1
331,41,No,Sales,9,Technical Degree,Male,10899,Single,Sales Executive,No,4,3,2,12,Non-Travel,1
332,45,No,Sales,13,Human Resources,Male,7223,Single,Sales Representative,Yes,3,4,3,1,Non-Travel,4
333,32,No,Sales,22,Human Resources,Female,13675,Married,Sales Representative,No,4,3,2,18,Travel_Frequently,4
334,45,No,Sales,25,Human Resources,Female,5928,Married,Sales Representative,No,4,4,2,16,Travel_Frequently,1
335,42,No,Sales,21,Medical,Male,5650,Married,Manager,Yes,3,4,1,13,Travel_Frequently,2
336,47,No,Sales,13,Other,Male,4444,Married,Sales Representative,Yes,4,2,1,12,Travel_Rarely,2
337,42,No,Sales,17,Human Resources,Male,6304,Divorced,Sales Executive,No,3,4,2,10,Travel_Rarely,1
338,48,No,Sales,7,Technical Degree,Female,5579,Divorced,Sales Executive,Yes,3,3,1,13,Travel_Frequently,1
339,51,No,Sales,19,Technical Degree,Male,12550,Married,Manager,No,3,3,3,8,Non-Travel,2
340,31,No,Sales,9,Human Resources,Female,4185,Divorced,Manager,No,4,3,4,4,Non-Travel,4
341,52,No,Sales,13,Marketing,Male,10517,Single,Sales Representative,No,3,4,2,1,Travel_Frequently,3
342,39,No,Sales,24,Technical Degree,Male,11776,Divorced,Manager,Yes,4,3,1,8,Travel_Frequently,2
343,39,No,Sales,8,Medical,Male,12399,Divorced,Sales Executive,No,4,4,2,7,Travel_Frequently,2
344,28,Yes,Sales,25,Human Resources,Female,3458,Single,Manager,Yes,3,1,4,0,Non-Travel,3
345,43,No,Sales,2,Human Resources,Male,7501,Single,Manager,No,4,4,4,9,Travel_Frequently,1
346,40,No,Sales,1,Other,Female,5863,Single,Manager,No,3,2,4,17,Travel_Frequently,1
347,47,No,Sales,16,Marketing,Female,6066,Single,Sales Representative,No,4,2,2,9,Travel_Frequently,4
348,39,No,Sales,9,Life Sciences,Male,9563,Divorced,Sales Representative,No,3,2,4,19,Travel_Rarely,4
349,27,Yes,Sales,9,Technical Degree,Female,2039,Married,Sales Representative,Yes,3,2,4,1,Non-Travel,1
350,29,No,Sales,12,Marketing,Female,7166,Married,Sales Executive,No,4,4,3,4,Travel_Frequently,1
351,39,No,Sales,22,Marketing,Female,12921,Married,Manager,Yes,4,4,4,18,Travel_Rarely,1
352,37,No,Sales,6,Life Sciences,Female,13349,Single,Sales Representative,No,4,2,2,11,Travel_Frequently,3
353,37,No,Sales,17,Other,Female,7382,Divorced,Manager,No,4,3,4,9,Travel_Frequently,2
354,25,Yes,Sales,3,Life Sciences,Female,4980,Single,Sales Executive,Yes,4,2,1,0,Travel_Frequently,1
355,44,No,Sales,8,Marketing,Female,4702,Single,Sales Executive,No,4,2,4,3,Non-Travel,2
356,27,Yes,Sales,5,Human Resources,Female,2143,Married,Sales Executive,No,3,2,4,3,Non-Travel,4
357,48,No,Sales,12,Technical Degree,Male,8073,Married,Manager,No,4,3,3,18,Travel_Rarely,2
358,28,No,Sales,1,Technical Degree,Female,5233,Married,Manager,No,4,3,3,18,Travel_Rarely,2
359,45,No,Sales,24,Medical,Male,6089,Divorced,Sales Representative,No,4,4,4,14,Travel_Frequently,2
360,41,No,Sales,28,Technical Degree,Female,6924,Single,Manager,No,3,4,2,9,Travel_Frequently,2
361,48,No,Sales,5,Marketing,Male,13120,Single,Sales Representative,No,3,4,1,20,Travel_Frequently,2
362,37,No,Sales,16,Medical,Male,5048,Single,Sales Representative,No,3,4,3,1,Travel_Rarely,4
363,53,No,Sales,25,Life Sciences,Male,9084,Married,Sales Representative,No,4,2,1,11,Travel_Rarely,4
364,29,Yes,Sales,7,Other,Male,2051,Single,Sales Representative,Yes,4,3,1,1,Travel_Frequently,2
365,49,No,Sales,21,Marketing,Male,8293,Married,Sales Representative,Yes,4,4,2,2,Non-Travel,3
366,55,No,Sales,19,Medical,Male,6568,Married,Manager,No,3,2,4,14,Travel_Frequently,2
367,25,Yes,Sales,3,Medical,Male,4829,Married,Manager,Yes,4,3,1,1,Travel_Rarely,1
368,32,No,Sales,25,Human Resources,Female,11787,Divorced,Manager,No,4,2,4,16,Travel_Rarely,2
369,31,Yes,Sales,16,Human Resources,Female,4967,Divorced,Sales Representative,Yes,3,1,2,3,Non-Travel,3
370,42,No,Sales,27,Technical Degree,Male,12808,Married,Sales Representative,No,4,4,3,6,Travel_Rarely,4
371,35,Yes,Sales,3,Marketing,Male,3552,Divorced,Manager,No,4,1,2,4,Non-Travel,4
372,32,No,Sales,3,Human Resources,Male,7638,Divorced,Manager,No,3,4,2,11,Travel_Rarely,2
373,34,No,Sales,17,Other,Female,10952,Married,Sales Executive,Yes,4,2,1,19,Non-Travel,3
374,50,No,Sales,12,Other,Female,3214,Single,Sales Executive,No,4,2,3,16,Travel_Rarely,1
375,36,No,Sales,8,Life Sciences,Male,3666,Divorced,Manager,No,4,3,2,3,Travel_Rarely,2
376,35,No,Sales,12,Other,Male,13245,Divorced,Manager,No,4,4,4,18,Travel_Frequently,1
377,27,Yes,Sales,18,Marketing,Female,3644,Married,Manager,Yes,4,3,3,1,Non-Travel,4
378,41,No,Sales,9,Human Resources,Female,8299,Divorced,Manager,No,4,4,4,18,Travel_Rarely,4
379,28,No,Sales,10,Marketing,Male,3567,Single,Manager,No,3,4,2,1,Non-Travel,3
380,29,Yes,Sales,5,Marketing,Female,4094,Single,Manager,No,4,3,3,1,Travel_Frequently,2
381,53,No,Sales,26,Other,Male,4505,Married,Sales Representative,No,4,4,2,7,Non-Travel,4
382,50,No,Sales,26,Life Sciences,Female,12440,Divorced,Manager,No,4,2,1,20,Non-Travel,1
383,38,No,Sales,13,Other,Male,10115,Divorced,Sales Representative,No,3,2,3,8,Non-Travel,1
384,46,No,Sales,19,Technical Degree,Female,8354,Divorced,Sales Executive,No,3,2,2,5,Travel_Rarely,4
385,40,No,Sales,9,Human Resources,Male,5165,Married,Sales Executive,No,3,3,4,19,Non-Travel,4
386,32,No,Sales,24,Human Resources,Male,10879,Divorced,Sales Executive,No,3,3,2,13,Non-Travel,1
387,41,No,Sales,12,Technical Degree,Female,14218,Married,Sales Representative,No,3,2,3,4,Non-Travel,3
388,28,No,Sales,27,Technical Degree,Male,5773,Single,Sales Representative,No,3,4,2,15,Non-Travel,3
389,26,Yes,Sales,26,Marketing,Male,2223,Divorced,Sales Executive,Yes,3,3,3,1,Travel_Frequently,4
390,38,No,Sales,5,Human Resources,Female,11814,Divorced,Sales Executive,Yes,3,4,4,17,Travel_Frequently,1
391,29,No,Sales,3,Other,Female,6288,Single,Sales Representative,No,4,4,3,9,Travel_Rarely,3
392,28,No,Sales,28,Marketing,Male,13639,Married,Sales Representative,No,3,3,2,17,Non-Travel,2
393,42,No,Sales,24,Technical Degree,Female,14673,Married,Manager,Yes,3,2,1,17,Travel_Frequently,3
394,39,No,Sales,18,Technical Degree,Female,7953,Single,Manager,No,4,4,2,9,Travel_Rarely,2
395,40,No,Sales,19,Technical Degree,Male,5248,Single,Manager,Yes,3,3,4,17,Non-Travel,3
396,38,No,Sales,23,Medical,Male,11883,Married,Sales Representative,Yes,3,4,4,5,Non-Travel,2
397,46,No,Sales,1,Medical,Female,8201,Divorced,Sales Executive,Yes,4,4,4,4,Travel_Rarely,4
398,51,No,Sales,20,Life Sciences,Male,7485,Divorced,Manager,Yes,4,2,2,4,Travel_Rarely,2
399,28,No,Sales,12,Other,Female,4302,Divorced,Sales Representative,No,3,3,4,5,Non-Travel,4
400,33,No,Sales,7,Other,Male,6707,Divorced,Sales Executive,Yes,3,2,1,9,Travel_Frequently,2
401,42,No,Sales,24,Life Sciences,Female,11027,Divorced,Manager,No,4,3,3,8,Travel_Frequently,4
402,51,No,Sales,27,Technical Degree,Male,12728,Married,Manager,No,3,4,2,2,Non-Travel,4
403,29,No,Sales,29,Technical Degree,Female,9347,Married,Manager,No,4,4,3,2,Travel_Rarely,4
404,29,Yes,Sales,4,Other,Male,2223,Divorced,Manager,No,3,1,2,3,Travel_Frequently,4
405,42,No,Sales,23,Marketing,Male,5930,Married,Sales Executive,No,3,4,1,7,Travel_Frequently,1
406,32,Yes,Sales,13,Technical Degree,Male,3486,Divorced,Manager,Yes,3,3,2,3,Non-Travel,3
407,49,No,Sales,25,Marketing,Female,5656,Divorced,Sales Executive,No,4,2,3,2,Travel_Frequently,2
408,27,Yes,Sales,8,Human Resources,Male,2014,Married,Sales Executive,No,3,2,4,0,Travel_Frequently,4
409,30,No,Sales,5,Life Sciences,Male,12832,Single,Manager,Yes,3,4,3,9,Non-Travel,1
410,25,Yes,Sales,6,Technical Degree,Male,4367,Single,Manager,No,4,2,2,2,Travel_Rarely,4
411,39,No,Sales,3,Technical Degree,Male,4525,Divorced,Sales Executive,No,4,3,4,12,Travel_Frequently,2
412,29,Yes,Sales,23,Technical Degree,Male,4158,Divorced,Sales Representative,Yes,4,1,4,1,Travel_Rarely,3
413,46,No,Sales,29,Technical Degree,Female,8797,Single,Manager,No,3,4,3,19,Travel_Frequently,2
414,25,Yes,Sales,12,Life Sciences,Female,4561,Married,Sales Representative,No,3,3,1,1,Travel_Frequently,2
415,36,No,Sales,11,Other,Male,8042,Married,Sales Executive,No,4,4,1,11,Travel_Rarely,2
416,30,Yes,Sales,15,Human Resources,Female,3962,Married,Manager,No,4,1,1,1,Non-Travel,3
417,49,No,Sales,5,Marketing,Female,12096,Single,Sales Representative,No,4,2,1,19,Non-Travel,3
418,48,No,Sales,28,Marketing,Male,5719,Divorced,Manager,No,4,3,1,6,Non-Travel,3
419,43,No,Sales,12,Medical,Female,9088,Single,Sales Executive,No,3,3,2,7,Non-Travel,1
420,28,No,Sales,25,Marketing,Female,11192,Single,Sales Representative,Yes,3,3,2,16,Non-Travel,2
421,42,No,Sales,28,Other,Male,14692,Divorced,Sales Representative,No,3,2,3,1,Travel_Frequently,4
422,31,No,Sales,7,Marketing,Male,13796,Single,Manager,No,4,2,3,19,Travel_Frequently,3
423,49,No,Sales,12,Medical,Male,7467,Divorced,Sales Executive,Yes,4,3,3,4,Travel_Rarely,2
424,53,No,Sales,2,Human Resources,Female,12405,Married,Sales Representative,No,3,2,1,10,Non-Travel,4
425,29,No,Sales,10,Human Resources,Female,9284,Married,Sales Executive,Yes,4,3,2,13,Travel_Rarely,1
426,52,No,Sales,21,Marketing,Female,12302,Divorced,Sales Representative,Yes,4,4,4,15,Travel_Rarely,2
427,32,No,Sales,16,Marketing,Female,7227,Married,Manager,No,3,3,1,6,Non-Travel,4
428,32,Yes,Sales,26,Technical Degree,Male,2699,Divorced,Sales Representative,Yes,3,2,3,4,Non-Travel,1
429,45,No,Sales,3,Technical Degree,Male,9566,Married,Sales Representative,No,4,2,2,20,Travel_Rarely,4
430,41,No,Sales,19,Other,Male,8606,Divorced,Manager,No,4,2,1,6,Non-Travel,4
431,31,No,Sales,25,Other,Male,5886,Divorced,Sales Representative,No,4,3,3,3,Non-Travel,4
432,29,No,Sales,10,Technical Degree,Male,6565,Divorced,Sales Executive,No,4,4,4,1,Travel_Rarely,2
433,30,Yes,Sales,1,Life Sciences,Female,4335,Divorced,Sales Representative,No,4,3,2,2,Travel_Frequently,3
434,33,Yes,Sales,19,Technical Degree,Male,2003,Divorced,Sales Executive,No,4,2,3,0,Travel_Rarely,4
435,41,No,Sales,5,Marketing,Female,6460,Married,Manager,No,4,3,2,5,Travel_Rarely,2
436,35,Yes,Sales,26,Medical,Male,2589,Divorced,Sales Executive,No,4,2,4,3,Travel_Rarely,4
437,42,No,Sales,20,Medical,Male,9948,Married,Manager,No,3,3,4,13,Travel_Frequently,2
438,36,No,Sales,4,Other,Female,11948,Married,Sales Representative,No,4,2,1,2,Non-Travel,2
439,44,No,Sales,24,Technical Degree,Male,10617,Divorced,Sales Representative,No,3,4,3,20,Travel_Rarely,1
440,45,No,Sales,26,Technical Degree,Female,10681,Married,Sales Executive,No,4,3,3,19,Non-Travel,2
441,34,Yes,Sales,19,Human Resources,Female,3245,Single,Manager,No,3,3,3,2,Travel_Frequently,1
442,30,No,Sales,1,Marketing,Female,11283,Married,Sales Executive,Yes,3,3,2,9,Travel_Rarely,2
443,39,No,Sales,5,Marketing,Male,7280,Single,Sales Executive,No,3,2,4,16,Travel_Rarely,4
444,35,No,Sales,9,Life Sciences,Female,10211,Divorced,Manager,No,3,2,1,7,Non-Travel,2
445,43,No,Sales,5,Technical Degree,Female,10803,Married,Sales Representative,No,4,4,1,8,Travel_Frequently,3
446,42,No,Sales,21,Technical Degree,Female,14116,Divorced,Sales Representative,No,4,4,3,2,Travel_Rarely,3
447,31,No,Research & Development,22,Human Resources,Male,13720,Married,Manufacturing Director,No,3,3,3,8,Non-Travel,1
448,54,No,Research & Development,24,Marketing,Female,3195,Single,Research Scientist,No,4,4,3,4,Non-Travel,2
449,34,Yes,Research & Development,3,Other,Male,2232,Single,Research Scientist,No,3,3,4,1,Non-Travel,2
450,50,No,Research & Development,23,Marketing,Female,7150,Married,Laboratory Technician,No,4,4,3,3,Non-Travel,2
451,36,No,Research & Development,16,Technical Degree,Male,9271,Single,Research Scientist,No,3,2,4,9,Travel_Frequently,2
452,31,No,Research & Development,9,Technical Degree,Male,11857,Divorced,Laboratory Technician,No,3,2,1,20,Non-Travel,1
453,29,Yes,Research & Development,23,Marketing,Female,2076,Single,Healthcare Representative,No,4,1,4,0,Non-Travel,1
454,52,No,Research & Development,23,Life Sciences,Male,10833,Married,Healthcare Representative,No,4,4,1,3,Non-Travel,3
455,37,No,Research & Development,25,Life Sciences,Female,3904,Married,Healthcare Representative,No,4,4,2,3,Travel_Frequently,2
456,40,No,Research & Development,24,Other,Male,7896,Married,Laboratory Technician,No,3,2,2,12,Travel_Frequently,1
457,51,No,Research & Development,27,Technical Degree,Female,6907,Divorced,Research Director,No,4,2,1,18,Non-Travel,1
458,38,No,Research & Development,8,Other,Male,9643,Divorced,Research Scientist,Yes,3,4,1,17,Travel_Frequently,2
459,28,No,Research & Development,29,Other,Male,13131,Single,Healthcare Representative,Yes,4,4,1,5,Travel_Rarely,4
460,54,No,Research & Development,14,Life Sciences,Male,4047,Single,Research Director,No,4,2,4,4,Travel_Frequently,3
461,35,Yes,Research & Development,5,Life Sciences,Male,4235,Married,Research Director,Yes,4,1,2,0,Travel_Frequently,3
462,42,No,Research & Development,3,Life Sciences,Male,12535,Married,Laboratory Technician,Yes,3,2,1,20,Travel_Frequently,2
463,50,No,Research & Development,17,Other,Male,7648,Married,Research Director,No,4,3,4,5,Travel_Rarely,2
464,47,No,Research & Development,1,Marketing,Female,12769,Married,Research Scientist,Yes,3,3,2,20,Travel_Rarely,1
465,31,No,Research & Development,7,Other,Female,8929,Divorced,Research Director,No,4,4,1,17,Travel_Rarely,2
466,27,Yes,Research & Development,14,Marketing,Female,4037,Single,Healthcare Representative,Yes,4,3,3,0,Travel_Frequently,4
467,25,Yes,Research & Development,19,Other,Male,2720,Married,Research Director,Yes,4,1,4,3,Travel_Rarely,2
468,38,No,Research & Development,29,Medical,Female,4804,Married,Laboratory Technician,No,3,2,1,8,Non-Travel,4
469,29,No,Research & Development,15,Marketing,Female,5374,Single,Healthcare Representative,Yes,3,4,3,15,Travel_Rarely,3
470,32,No,Research & Development,6,Technical Degree,Female,14341,Married,Research Scientist,No,4,3,2,5,Travel_Rarely,3
471,53,No,Research & Development,28,Human Resources,Female,5784,Married,Research Director,No,3,4,4,8,Travel_Rarely,4
472,51,No,Research & Development,14,Human Resources,Male,7041,Single,Healthcare Representative,No,3,3,1,19,Travel_Rarely,4
473,44,No,Research & Development,18,Medical,Female,9974,Single,Research Scientist,No,3,3,4,4,Travel_Frequently,2
474,29,Yes,Research & Development,19,Human Resources,Female,4652,Divorced,Laboratory Technician,No,3,1,4,3,Travel_Rarely,4
475,55,No,Research & Development,13,Other,Male,6030,Single,Healthcare Representative,No,4,3,1,15,Non-Travel,3
476,36,No,Research & Development,17,Other,Female,11887,Single,Research Director,No,4,2,1,3,Non-Travel,1
477,42,No,Research & Development,25,Human Resources,Male,3669,Divorced,Research Director,No,3,2,2,18,Non-Travel,3
478,31,No,Research & Development,29,Marketing,Male,12504,Married,Healthcare Representative,No,4,4,4,7,Non-Travel,3
479,30,Yes,Research & Development,12,Technical Degree,Female,3853,Divorced,Manufacturing Director,Yes,3,3,2,0,Non-Travel,4
480,31,Yes,Research & Development,16,Other,Male,3181,Single,Laboratory Technician,No,3,1,2,0,Travel_Frequently,1
481,49,No,Research & Development,3,Marketing,Male,5163,Single,Research Director,No,3,3,2,15,Non-Travel,3
482,38,No,Research & Development,19,Technical Degree,Female,10965,Married,Manufacturing Director,No,3,4,3,17,Non-Travel,2
483,35,No,Research & Development,20,Technical Degree,Female,9093,Single,Healthcare Representative,No,3,2,3,5,Travel_Frequently,2
484,54,No,Research & Development,12,Technical Degree,Male,5641,Married,Laboratory Technician,No,3,2,2,11,Non-Travel,1
485,39,No,Research & Development,16,Life Sciences,Male,9109,Married,Laboratory Technician,No,3,2,4,18,Travel_Frequently,3
486,51,No,Research & Development,5,Human Resources,Female,11313,Divorced,Research Director,No,4,4,3,10,Travel_Frequently,1
487,29,No,Research & Development,3,Technical Degree,Male,14108,Married,Laboratory Technician,No,4,3,1,1,Travel_Frequently,2
488,35,No,Research & Development,7,Human Resources,Male,6206,Married,Manufacturing Director,Yes,4,4,3,15,Non-Travel,1
489,39,No,Research & Development,12,Life Sciences,Female,5423,Married,Healthcare Representative,No,4,3,3,12,Travel_Frequently,4
490,30,No,Research & Development,29,Medical,Female,14925,Divorced,Laboratory Technician,No,4,4,4,14,Travel_Frequently,2
491,47,No,Research & Development,3,Human Resources,Male,5353,Married,Research Scientist,Yes,3,3,4,17,Travel_Frequently,3
492,45,No,Research & Development,16,Marketing,Female,14636,Divorced,Healthcare Representative,No,3,2,3,7,Travel_Rarely,3
493,51,No,Research & Development,16,Other,Female,6678,Divorced,Healthcare Representative,Yes,3,2,3,5,Travel_Frequently,4
494,50,No,Research & Development,19,Human Resources,Female,3466,Married,Laboratory Technician,Yes,4,3,3,16,Travel_Rarely,4
495,54,No,Research & Development,5,Human Resources,Male,9114,Single,Research Scientist,No,4,4,4,1,Travel_Frequently,2
496,29,No,Research & Development,3,Human Resources,Female,8917,Divorced,Manufacturing Director,No,3,3,2,2,Travel_Frequently,1
497,33,No,Research & Development,19,Life Sciences,Female,8285,Divorced,Research Director,No,4,4,2,10,Travel_Frequently,1
498,29,Yes,Research & Development,20,Medical,Male,3986,Divorced,Manufacturing Director,Yes,3,1,4,0,Travel_Frequently,4
499,31,No,Research & Development,25,Human Resources,Female,3284,Divorced,Laboratory Technician,No,4,3,2,12,Travel_Rarely,3
500,26,Yes,Research & Development,23,Life Sciences,Male,2527,Married,Laboratory Technician,No,3,1,1,1,Travel_Rarely,1
501,52,No,Research & Development,9,Technical Degree,Male,3696,Single,Healthcare Representative,Yes,3,2,1,17,Non-Travel,3
502,52,No,Research & Development,1,Other,Male,5028,Married,Research Scientist,No,3,2,2,19,Travel_Rarely,3
503,39,No,Research & Development,25,Life Sciences,Male,5630,Divorced,Manufacturing Director,No,3,4,2,20,Travel_Rarely,2
504,33,No,Research & Development,19,Marketing,Female,3070,Divorced,Research Director,No,3,2,4,7,Non-Travel,1
